<<<<<<< HEAD
timestamp,txid,src_ip,dst_ip,src_port,dst_port,input_addresses,output_addresses,input_amounts,output_amounts,geo_country,asn
2026-08-11T00:34:20Z,72826d097cb0276c26354b3c97493dc37da948775d31c6ab930dc160979eb025,137.231.61.193,189.134.91.96,8333,9050,bc1q1LcaUSoo2pVEwpATLLqVrrcydhmDjXZPgQhJ6X|bc1qjRFkpBPpRjsWEonuCBoEKZVJdEf5UjS1t7e83f,bc1qsBBPdA2T6ySPb6Atf92iQdoBAeK85MxrTE3AeM|bc1qUs4sugj2fDY7TKrnjjQhc71KPqYuGnJTUdvLHY,0.24208043|0.37236222,0.45179163|0.16265102,DE,AS51167
2026-08-11T00:34:32Z,ece15541e39e36be764420cc0e5214133cf2ce374bab1e8725e24308aeba0083,33.150.222.230,9.57.185.117,8333,18333,bc1qUDGJr48Hmy96QSmDHymNCxTESBtxacTCyEDQW3|bc1q3dAs7VULN5zXxWqt39yAjEc1HnPFLVZxBVWj9M,bc1qi6ijYVyK5WHD3LEvM4AFbssvQ4BBucgJUSNCVq,0.62053988|0.23808368,0.85862356,IR,AS58224
2026-08-11T00:34:35Z,c3bf2c526fe1a4dc9b6d7e23190b387dfce003fdd327582b181d36ae3c503e00,44.81.216.138,217.157.122.239,8333,8333,bc1q39dEiB6cHwq368ZLQbBUj1GL3azsKjbV9dYmMa,bc1qsmkFesVzWi3K77TXcbw5QseThsxKSxiWFaSvsx|bc1q39dEiB6cHwq368ZLQbBUj1GL3azsKjbV9dYmMa,1.91853078,1.00388057|0.91465021,US,AS13335
2026-08-11T00:34:47Z,7e208ac0f6aaad6af688bce344a8e926617c88146df2903c25d399112b6a70e6,59.161.108.177,154.204.185.142,443,8333,bc1qhjBMxBtR67eYsibdtAvNtgxLSqqMVHhhJRQmEC,bc1qZBy1X8PLc6cM8FFux75uXZT4NVvVSvVY5e9nsx,0.34357608,0.34357608,NL,AS9009
2026-08-11T00:35:30Z,ce4b25d58e1af20c5501f93b2339c42494967199ffa96fb31a4115460ac01724,16.116.148.126,9.57.185.88,8333,8333,bc1qwfby5Gbc6Nab6HHNc9uC3UYwvE9tsFmh6aAgV5,bc1qGWki2vaQjPFtR1TsACD1TDPTXEipPYWQSgoKBr|bc1qUohb6pqMWBkJwN23q1r2rjm2xto26MBqpthe66,6.26944564,2.85116583|3.41827981,US,AS13335
2026-08-11T00:35:46Z,065d2060fd7a9103c3c816e6e0e3ad51869f4d40ed9b7dee386f9e2d4220ba8f,61.229.142.215,102.142.232.145,8333,8333,bc1qSEQQrZKyAwCVho6WARS9qiQSQ2HRx1X2j36Kwi|bc1qQKYot5nWebfngJaaPURfKZdfF42Q7ehmoNUVPj|bc1qKy45nG6NEN4TfjUjCR5TcHuPNBMCqiYpLz519h,bc1qD1PK9jbhHisnCPh576zei3DqPfLxp1dKBjdK5u|bc1qSEQQrZKyAwCVho6WARS9qiQSQ2HRx1X2j36Kwi,1.02167762|1.59982299|2.19280949,4.07856194|0.73574816,NL,AS9009
2026-08-11T00:35:57Z,01e4c7ba2b489a734b4af5032369d6d3d7112b415abaa0a0c7427f130893ac49,200.172.52.231,60.119.13.209,8333,9050,bc1qTVSiNuBWxBciLPEeYHgpheQ2Vo1ZwbULu1TpYQ,bc1quak9Eo3WRnxa81L3kwfx6NWy37arjpL2dqLhzE,0.27134030,0.27134030,SG,AS14061
2026-08-11T00:36:13Z,38965dd645c455d66efc54fa25f15cd692804036942723886211e5357cdee022,220.28.117.254,160.87.125.229,18333,443,bc1qijDrudPzynxdADrAELC72bfw3r9bP5MxMFjEDL,bc1qBEGrwP5WLwSQUyL9xtRu48cRGYq9RE5desqPpz|bc1qiN5CidNWarmpuUy2SdK1gvR21FMUAHwFekrMbW,0.76343584,0.57799014|0.18544570,BR,AS28573
2026-08-11T00:36:14Z,ab301699312d769f8f07e50a6d757ab035f0c323ff7908164815496006e01a78,220.28.117.6,25.150.185.178,443,8333,bc1qgQmkmkStL6991D8u2mDw2EXiAiGUvhwsbD6LrW|bc1qgtHNxtCEC6pfHxk7Ub21S81BiXWmSxjpfoYLgu|bc1qocK3YSYZeogkzuxYFn4a2UdMc5JziTyX8YgiPV,bc1qfbAcoCHRWLWKRcfX5N9nXDAD11xZooQYSTSpQR|bc1qgQmkmkStL6991D8u2mDw2EXiAiGUvhwsbD6LrW,0.25868010|0.26860109|0.18044453,0.42201434|0.28571138,BR,AS28573
2026-08-11T00:36:20Z,d4a7cf9433d2d11c00c55ff42b76d7c6dc9fbcda4400cf1b4ee469393478d877,107.191.224.60,154.204.185.131,8333,18333,bc1qmLo2jf7yF767WrZR7fk2ANtKnVkR4kmCBh2Sng|bc1qxATa4SxJbU3pUVDecFnHzLbZDcLCMtFRthwLS9|bc1qb4NN4VuVJn4SQVgNP6QSBEdCou1f3bNzrM73Yh,bc1qv56L5Ev8ezqoGPjqfhuBuxEnT7FEXoTz1NCG3H|bc1qmLo2jf7yF767WrZR7fk2ANtKnVkR4kmCBh2Sng,0.10451972|0.07348194|0.04789449,0.20695610|0.01894005,DE,AS51167
2026-08-11T00:36:27Z,f94a12a3b98b9abb2b50fb4e7c906a5747210ac60bce6402e58558d47914a360,154.204.185.221,178.44.216.131,8333,8333,bc1qFS9vhPESTyTWoVVRWQNMjS9oaEGEnDdDxojsgQ|bc1q3Az7kF1R1d4uRrd8wFqh3db52iuXdiRKkgRVpG|bc1qkYgHPhWXzAWbyQFAKhoCRHyBQp2UtLA3WTnybw,bc1qYq6HWdqMPHpt5BdtxcmBKqqeCB1usCZjzc5Psi|bc1q3Az7kF1R1d4uRrd8wFqh3db52iuXdiRKkgRVpG,1.23589413|2.38665692|2.60161198,5.12896038|1.09520265,US,AS13335
2026-08-11T00:36:30Z,78506bf5382fc26fff470fd30ac0d31eb0f7b4b338561c23b5175e628c4f3535,220.28.117.161,61.229.142.38,18333,443,bc1qitYQGSXnJdWbNAHf5H8RucS15DtHYWceuJZdTD,bc1qvUPCJHHjQHHU4ubEubyQm5XfgEVnsc71ikiqto|bc1qitYQGSXnJdWbNAHf5H8RucS15DtHYWceuJZdTD,2.29363677,1.75846304|0.53517373,BR,AS28573
2026-08-11T00:36:46Z,18140337e09de0b5cfac5343ba9b9b0160d3c5ead5e7b3c1916365d88a99da4b,195.134.219.226,59.161.108.102,8333,443,bc1qiAewZMaQRxYiBxaXCXzR1j5NFLEFAJfros8iDP|bc1qYWdh1vpwussazFpDQj3Sh7NZ5Jcbwpbx6t4Vda,bc1qBAhmruVFmgDzaffC1KQwXmmvzsvFsPF9FUU6ZP|bc1qGGHtpCmiwGFmnWC3fJcJ6pDov5zz9aL4EFGeqe,2.34409659|4.37343222,5.58018670|1.13734211,DE,AS51167
2026-08-11T00:36:51Z,c59028d96444f7854c98526de017d67806562a12d5867f8af821d2d4226afe24,100.82.0.12,143.102.159.213,8333,443,bc1qso3S8EtijaWkxxbApeF53pAYi2Xg3Gmi91Ch4z|bc1qLus7WgBve5uu78YftgF5tDUNtvpkSM8kdb9Mvs,bc1qJ3V14cHq6Ndn69KATdpMXyMFvmbN5nDkfxXRnG,0.18978984|0.30860077,0.49839061,DE,AS51167
2026-08-11T00:37:34Z,27ec570681a830564c740baab3f3ff6aa2edc748ef5cab649bf47c07b81c76da,61.229.142.40,200.172.52.217,8333,8333,bc1qxaNJe3qw3Lmfv4GXkBfPpKQarNZFNmTzuxGkfe|bc1qY88JbwTsNTPap7cgbj7z1U5YEhtkwxnMTxG7TD|bc1qVmerSi4wuXNkVagosvoaiHvdXzKegVgf4MBx97,bc1qTSeDGvP5FJ9zS8opekAEVAkJqM1h8aLa7rhfXF|bc1qf8jiBX4RNfFJ53H4RpkAe76bVB9ZBJX8aD26b8,0.12571894|0.15536696|0.08670562,0.23356185|0.13422967,DE,AS51167
2026-08-11T00:38:59Z,439f6727f77d3dc0515e15d246babf13fd967d5f48e1322e0e5121d33b9f8575,28.24.56.132,158.165.250.149,9050,9050,bc1q2DBD1ucab4sUx1yfK5WN1BsoJ8F24VZhbUYiPa|bc1q319R1YVqB5HDzhhHmaRydjsRsvNExY5QzPXG82,bc1q44KYfyvikXKb1w7U9yHoQqSQ3S4dcDQcK5RZVq|bc1q8Krm93LsFicJqjM3kmHSA7YyRHjDKfxDwdzK7U,1.06746301|1.50430684,1.89559194|0.67617791,DE,AS51167
2026-08-11T00:39:19Z,0a11b613480b16e61091c3271cd084fed5e6ef26287eca5dba2522bde1bba653,9.57.185.124,107.137.33.46,443,443,bc1q2SuBydECaxZ4ndcEBA83u81CFCy125maRWUR83|bc1qHRF3t6xofbpRnHCJ9zEvciFeVBaGGds7A8ijcY,bc1qC3vnSwiokMf631nJvHDSHyESJKHEuBprdtsTe6|bc1q2ZvhfjxctkXnR81c6uKDQRs6K4oGzcKMiGi6eZ,1.61040397|0.76938964,1.58990363|0.78988998,GB,AS2856
2026-08-11T00:39:29Z,7f6516b90837d7e8eb6cb03d366155992eda3c83de67b5a34076f5b3c0934d98,160.87.125.78,143.102.159.73,9050,9050,bc1qgZvJHJy3ccjdzMpeE2DCh3WhyQU1wnuNAUggr4|bc1qa9t4Lax8sm3dG4PLaKnVEaPVquYfVyEetapAJv,bc1qBXFVz92rGiYRFcZiA8JoQaHm7JxjatLpS25dy7,0.63136661|1.05049474,1.68186135,US,AS13335
2026-08-11T00:39:33Z,ed45e255d730ce5b91ef82d4086524ef63ee95f86ff584eb280ca1a0b63d9e1b,152.98.35.235,178.44.216.176,443,443,bc1qqBYHfSuAsGcFZKK4qkvFXiSPHEfeeJAvocqPpa|bc1q2DF2aThHu7KcTiGv9ei3ZMt2N4qvJjZwYj7Ne2|bc1qvM8c9EWYB74g4XHKHXdmFd7m5X8YHwn12DnHPS,bc1qVeuqbRQV7UvsZenUi96DArpsQ4aTCwbTbMRKhE|bc1qqBYHfSuAsGcFZKK4qkvFXiSPHEfeeJAvocqPpa,1.86000744|4.02803685|4.45548307,6.55543455|3.78809281,IR,AS58224
2026-08-11T00:39:40Z,e2d17fba93ac1293c16431232e63e2504a6c5c1b8a0cd188fa50b34864170ddb,59.161.108.250,16.116.148.108,443,9050,bc1qF2s1AHLhvhX8ijzKTCYmiG28qJY5fpQeXdUxHh|bc1qP6M4fiDeaFsrJD26bwVkj6ZSDYMffZ4jQSAnwU|bc1qxaN5eqR61ThJTCcWndq9DCvRKcY3uuLveLYcpW,bc1qBj9RLviK7a2ys9wJPeK4ZPsfhFMSQGNBtJiGXr,0.52006278|0.83178095|0.69671372,2.04855744,DE,AS51167
2026-08-11T00:39:54Z,807ea4267399fe7ce156d026c1bcb90ba5d6032ba0b2ff4143c31c6c4a23b4cb,99.181.107.246,61.229.142.38,8333,8333,bc1qcRvQvTAKxj9915i2AoyYjU969itTxWzsmfUgCW|bc1qw9wK4Qzc41ncuP8xKx2GUmeShMnRSRUbEjCX9D|bc1qawqrJWa6ayg6GXhpjj5khbteLg4zNbr1XWZzXd,bc1qvUPCJHHjQHHU4ubEubyQm5XfgEVnsc71ikiqto,8.37356165|6.96850932|16.31833163,31.66040259,GB,AS2856
2026-08-11T00:40:00Z,5ce09b9566e0284ebaeefcc3a8ae09b85fd1b1fa682de9dc692ad12072879441,178.44.216.206,148.101.214.163,8333,8333,bc1qMm1nNEWdsMzFc5RKfEaE7cJnfytxj5dziTkqUM,bc1qauxbCE2dBwQbVCafsihKSWyjESE5SDG2wcKR37|bc1qMm1nNEWdsMzFc5RKfEaE7cJnfytxj5dziTkqUM,0.17887387,0.13160093|0.04727294,NL,AS9009
2026-08-11T00:40:00Z,0206cb9f49519dedd7a2d2900a8b22c8b2c9802ce00f7d81e9df0cbea3e81437,146.5.58.186,200.172.52.209,18333,443,bc1qm7iehqp6WRxNvyEuqCKwLaGHEsxZrX8Q5MKoYL|bc1qHhHyyUTS73P7LfopR6b4RxZSBZucRqppamaXgB,bc1qfJm9K3d4smDpuSYkbxZ5BVqZRcrRSfJEC1BdEe|bc1q25RE7ZqQC21hAGe7QAE5DGuuShqkEk5Kr1ecC6,0.63924595|1.10133988,1.19002465|0.55056118,GB,AS2856
2026-08-11T00:40:11Z,69c4b2539f326ed5f199c20af5a16e57447ddcf0411a62aa85541f71a364a8c4,99.181.107.245,100.82.0.10,18333,8333,bc1qiHqu84BWSXLXpqbFRknRXHAaxU1KtVRkMak37b,bc1qoKnVqZYox7AiQNu98wDVTrr1GvtXNKZB6JQnqT|bc1qiHqu84BWSXLXpqbFRknRXHAaxU1KtVRkMak37b,0.56177689,0.37902350|0.18275339,US,AS13335
2026-08-11T00:40:13Z,29f530eb687fee6d752670ad6ef1896fe0b8b13453e7a5962a0632c7da0da521,220.28.117.203,146.5.58.39,9050,8333,bc1qczGdaBkRB9JLJYA5BUJTLXs5QHGohYfgDW79L1|bc1quS5LBdGdvwRkzbNRqp9smo6ZpP47UFv5NfrgfS,bc1qsY8Ey9sn7ekLwu29LzWjx1Bacti6K689vbWwhL|bc1qrM2hJsVYFPcRUCkejR6rgKtGn56JARnshApRMQ,0.27024376|0.24459240,0.37868215|0.13615401,DE,AS51167
2026-08-11T00:40:27Z,99784339c55031f45e32d9f77f7505b6a7da905edad1f82d2279d82ab673fa10,33.150.222.45,99.181.107.205,9050,8333,bc1q63vd14kX4u7YcpQ2oC1Q4APjKdXBkqhFnkgC36,bc1qAG9Xj8dEWmHrQBffpn8ruBL7e2LdkRSnD5emvh|bc1q63vd14kX4u7YcpQ2oC1Q4APjKdXBkqhFnkgC36,0.09640295,0.04852273|0.04788022,US,AS13335
2026-08-11T00:40:50Z,69328c7e26860cc93a99895c506e81219585009a7d858ad1a1ad91fa8dc62320,16.116.148.108,59.161.108.214,443,8333,bc1q2x9aPrchTghRUn1wgTEPLkWS2YMw6tB646ZK9R|bc1qWqoeN3uVozTkQrrMWzFYyxHctptoPopAN5BBNu|bc1qBj9RLviK7a2ys9wJPeK4ZPsfhFMSQGNBtJiGXr,bc1q8YqfG1o1aw2MZbtefx1NwiZ3b8J2DEKnv2N3cv|bc1q2x9aPrchTghRUn1wgTEPLkWS2YMw6tB646ZK9R,0.15987184|0.05549814|0.17700231,0.18179736|0.21057493,HK,AS45102
2026-08-11T00:40:56Z,8b3c3af872467857f6cb0e3b552f2a5546988b72acffd94f43ae9bc5e8420674,179.136.174.31,46.236.194.10,18333,443,bc1qxEoGNoT9D4DfWLHw2ZZz4qrvUY3ZofcX3fB3kn,bc1qL2W7HSteVhn7HoYjeYottumGK8cPnMdN3anEYK,5.78968892,5.78968892,GB,AS2856
2026-08-11T00:41:24Z,586da3e3dcf05c3b5c4233593a7f6ca2c01b55577c2a1aa5905171446416042f,160.87.125.78,61.229.142.160,8333,18333,bc1qfmtrEQxNZZ5w4Zqn9jAVVrNLVrvVhYYJQdxCQK,bc1qzUEoBQ7qKLbmch55Ax8w1G5rrsqJC8qVN8Zrvr|bc1qk1xKyHg9XCZ4g1D8xVcxuZGsjsRtHGp6UYpaMp,2.17638975,1.21106104|0.96532871,US,AS13335
2026-08-11T00:41:38Z,b389de872df76fcaa04869db9ef8ef82b28dc6174d2ea43d19601f1a352ae08f,33.150.222.8,215.16.161.157,9050,443,bc1qugiodqFPxLkVpkwpMy9u85zBVpMeUGqwYzuE56|bc1q51hK8D8GNQNpWdL94oXqAkk9kFfPUqxmW9j6YR|bc1qyzAAGH9TxmYvZstWx3nDyukCEhub89a6V5ysxa,bc1qtWfrgaTKe59QeLduYwyjzC9p4HCfaRCBTdg91R,0.75442532|0.26018640|0.71910810,1.73371982,SG,AS14061
2026-08-11T00:42:09Z,6d98604fc0654dff1571a233ff6c85d7521bcaf02c2e03cfb9dd6cdfc44009fe,211.22.235.53,99.181.107.20,8333,8333,bc1q23NTHDNyq49EcuoNqjy4GY5tdzgmvqt3P5Tfpg,bc1qauxbCE2dBwQbVCafsihKSWyjESE5SDG2wcKR37,3.27610809,3.27610809,US,AS13335
2026-08-11T00:42:17Z,df664fe5a9ddc8295bb9fe5a82d7b1de505a25c410d93e106fd9b2573e336238,194.140.125.79,178.44.216.233,8333,8333,bc1qxUbTbYSLz17qe8aMHcb4RLLq9vvk13sRCdZYVh|bc1qaXGvMaMrpRhSKxSpLrp8fUo9EKjC8gAnUtAC5D,bc1qjXaRMCWbNbPkrxokitmHgXDGJcLFLrKnEmnYMX|bc1qxUbTbYSLz17qe8aMHcb4RLLq9vvk13sRCdZYVh,2.96095405|2.07724666,3.29366899|1.74453172,GB,AS2856
2026-08-11T00:42:22Z,56a79df575e630aef829ad6d40d35215017f3ef074bce843cc6b7a8449d304dd,160.87.125.108,45.232.1.192,8333,9050,bc1q3hvke8rzVWjeZ9Y1ap4cUveXZrCmeCou97Rjff|bc1qMGNJ4ZFciRSuG6WVtdV6wYVM8Ypi27ST3cc1u6|bc1qsfghLyZcEijWNQu4uFwWNcrgfXnjQnV87qjF1N,bc1qT8PxkfDddiibCrKPMkZYrpVy6RgKWhAxBhtNTh|bc1qsfghLyZcEijWNQu4uFwWNcrgfXnjQnV87qjF1N,1.43289103|0.92814695|0.91352990,1.53081081|1.74375706,NL,AS9009
2026-08-11T00:42:40Z,3f90e9cf9de3012ed78cad7705e9e634a091437c93f57ca7afa1450bdb22f230,62.71.52.232,59.161.108.187,8333,18333,bc1qmNYP3weAzWB4gJZ3osDRemwQViPTCygHDDd7Tb|bc1qgDPJveA817wat5ZbyhgTgzgi8EAqwxheGQVMEa|bc1qLsZyh576MnY3wDLWQS4i6xvTKvykBRCLvNMKTB,bc1qHCaSWeSD9PuugKChGh9kbpdwJsSvxFxDbzd7NS,0.90079980|0.91620413|0.82182669,2.63883061,HK,AS45102
2026-08-11T00:42:42Z,e3c09f3e0d5129804e8e062a5663a959f52b0c971cc6cb1245baf5c2fc3fde4f,107.191.224.191,212.3.81.194,9050,8333,bc1qG5CQ5AdtGr6x51o1ptNxg5AehxWhxNsj7g84n9,bc1qWD7HidXRKU6FTcJXKmbZGR2YoSQqbn7VFd2SrF,0.18562812,0.18562812,DE,AS51167
2026-08-11T00:42:47Z,7811b0fb28b618e77da2d8ed9ad718af996779862baa940814211e1a99f279e2,25.119.51.64,33.150.222.123,443,18333,bc1qGjX54vmMDepmAPine4sUmtYW8cMDnS1rh7XKFm|bc1qEpM1TxsqKCmWBdof2mKEZch7YoTWS9xBwyV3Ap|bc1q2H4BPRs43K8Dz7TkSwYWPAXr1V8AyVdnpmW7VU,bc1q3jEasQRXWy33iM7nahvJvpHebdCRiRQeizv5aH|bc1qEpM1TxsqKCmWBdof2mKEZch7YoTWS9xBwyV3Ap,0.75833983|0.46460766|0.43837662,0.81752134|0.84380277,HK,AS45102
2026-08-11T00:43:18Z,52138d0c194fcdf29e99c1abab3eaa29828053ead3a914b1bcda596962f913c0,194.140.125.160,148.101.214.171,9050,8333,bc1q7LPCnUyHY6CHSDFPih6NVq7aH2yf4c4kQ7B1a1|bc1q1MRL2tzddQw5CDhgYCbEP7xkAfQdCzVnwyrCZA,bc1q7X2vZVS48LSXCuGvwbHugkVwjg8UAh2CAupjGB,2.13770213|0.97670997,3.11441210,US,AS13335
2026-08-11T00:43:37Z,53e499028f44459709a33b19f378c2af49e57ae8502d73b311db72ceb5fff9b3,154.204.185.59,28.24.56.70,18333,8333,bc1qQVekrPQKUvCGHXv79vtHWU183c4r8tsZ83E2tp,bc1qkYk7SVajk68ASSme7pzB5QDNDfwS8FvUoYJqnr|bc1qQVekrPQKUvCGHXv79vtHWU183c4r8tsZ83E2tp,0.82417527,0.49079575|0.33337952,GB,AS2856
2026-08-11T00:43:43Z,208e139455fde8309dff87f6eb2d2f5c650298475754805f54fbf5a2bd27e4c7,178.44.216.176,178.44.216.235,9050,8333,bc1qJ5vbgBMbzayG6Hr14yFPSF2DzBZAUXDMjLxg1L|bc1qVeuqbRQV7UvsZenUi96DArpsQ4aTCwbTbMRKhE,bc1qUgDFqtCaJK9ELYj5feaAyf1tkXNuMx6NvJmN9z|bc1qJ5vbgBMbzayG6Hr14yFPSF2DzBZAUXDMjLxg1L,4.27601597|4.22488524,5.75835612|2.74254509,IR,AS58224
2026-08-11T00:43:48Z,2190eed704f2aa7014a538010ab5c20a00ea902ebdfdd8e09689bc1ff300db7d,28.194.49.98,157.32.197.32,8333,9050,bc1q5eA7oEJCHd79taeirRNdrwefJtpxgjXEB1sFE6|bc1q7bWN74gWfB5PhcyFPh1DJKuxUeoLQgrSHcbijD|bc1qAKakEtgnQafHXWENpow9BanvX1MTCAX51LmDDm,bc1qUYSLdVeVLy6TuDRyPUm3HwN32TGPMmFXD3epRJ|bc1q7bWN74gWfB5PhcyFPh1DJKuxUeoLQgrSHcbijD,0.03220041|0.09269925|0.07019589,0.14927837|0.04581718,GB,AS2856
2026-08-11T00:44:12Z,b51fa666e1e94cfb14b11aaf9e9124d389abfad7200f138d605277fc2e57a25d,157.32.197.17,173.243.84.232,443,8333,bc1qh5i6KPVhbZWtq3miV6PCGzbSVRXDbrjC2gVJRr,bc1qmyLPgxZNZSRFPUMnvK6a2BhwckaCN95BjanbRU,0.22336463,0.22336463,SG,AS14061
2026-08-11T00:44:53Z,84ef1c2900453e8f218fa9fd22eb8ceb75948eebc506a814386a652ef42c8534,178.44.216.31,100.82.0.226,443,18333,bc1qZx5CAMf3tesmNRSqbKnHZopAGYGhDVdr5sC796|bc1qs939bKW5tetptr26WnBBjt9K4yQ4VuyoTvHjyb,bc1q6gsoZAXDtLtb6Ezror53HN3APrcjgSFkC5WzKE|bc1qwUArXggPquMGzp4CJiQE46zCFpecrHuYBG2EJn,2.66867140|0.71354806,2.96615395|0.41606551,NL,AS9009
2026-08-11T00:44:53Z,8a2cc6963041f79aadda6b19f2fc0272d055afc72721e21d8c31fe9964fd022f,100.82.0.88,46.236.194.123,443,443,bc1qzUEoBQ7qKLbmch55Ax8w1G5rrsqJC8qVN8Zrvr|bc1qqhP2NwRsqU7tZrtSEBDghXrepm5pFvjrYcrWRM|bc1qEbjcKr8wGRcoNCbiD1kU6NiGX279poHBjKjHTB,bc1qH7Nim5WznYqGqHNKmVNsVmHdJf3q9AaK2FyQdQ|bc1qbWZ8XjgJs6Ps6PCRtDbHo2gtsr65BANBaumbDX,0.59579492|1.42526063|1.26056970,2.74685841|0.53476684,SG,AS14061
2026-08-11T00:45:12Z,fa5da54d29b7427d8fc9edb0c7650f1939afdbbab27c132923953086f275a113,217.157.122.239,194.140.125.242,443,9050,bc1qMSW29hiVYBZrW5MRQfUjgQWmejzKPYNdNgdQQ2|bc1qNRf1LJZjzHpjUYpFECnCgw5mBKbfNPbWmV21jw|bc1qUzBGkgHMevekvJBTJ3YT2hcfME469n4FxGdZ2m,bc1qSgueJrgX3ag1QrcqDUTcDKcARboddgSBRfWs1a|bc1qsmkFesVzWi3K77TXcbw5QseThsxKSxiWFaSvsx,0.15880744|0.08554814|0.25131805,0.39695062|0.09872301,GB,AS2856
2026-08-11T00:45:15Z,decede65489f98dcf70516361d9794f457bad9c0a319a7edab75fb7fb2a8c606,72.216.108.245,61.229.142.11,9050,8333,bc1qjkvneakJtfrzGFu2UXJNZLYoS4eLtxH7uAcFws,bc1qCsHc5duFHTRVhSUM2Rk8b1iog5qpe3mw5PZ7Ks|bc1qjkvneakJtfrzGFu2UXJNZLYoS4eLtxH7uAcFws,39.92834921,28.62136441|11.30698480,NL,AS9009
2026-08-11T00:45:43Z,3c774f0a06e5fbfeb75aeba92af1ef07feb61bb7a3839baa211bf31b0813599a,25.150.185.149,25.150.185.90,8333,18333,bc1q3PTZV4zdL59HmR1N6SHbtFqhhceMEGVRcH8qcW|bc1qqvSWWxjUw41RJFLMivnetnWkhjvFv6hqXqG3FF,bc1q7XURM89C8Qqt43w5J7cbJ9s7pkUE3zjd418Ngo|bc1q3PTZV4zdL59HmR1N6SHbtFqhhceMEGVRcH8qcW,0.31984142|0.19086744,0.41961298|0.09109588,NL,AS9009
2026-08-11T00:45:44Z,085b1cc13b9a7169d91ab34a5b4d9fa439a77355b4667ee9be21aefcc447656f,154.204.185.221,189.134.91.180,8333,443,bc1qkYgHPhWXzAWbyQFAKhoCRHyBQp2UtLA3WTnybw|bc1qFS9vhPESTyTWoVVRWQNMjS9oaEGEnDdDxojsgQ,bc1qtrQZgEWWr8BQbCbHarcfz6ejyuneLvfP6RkoNg|bc1qkYgHPhWXzAWbyQFAKhoCRHyBQp2UtLA3WTnybw,0.65985650|0.91835286,0.73923377|0.83897559,US,AS13335
2026-08-11T00:45:50Z,eb2b17a27488a0996ea8507ba74f2233566bfee8273a235f9d70ce8f2f723db1,154.204.185.131,183.216.174.126,8333,8333,bc1quhTJbb91ZdsrFJbSbmZFg3yU9HSXAqaVfd5U2g|bc1qv56L5Ev8ezqoGPjqfhuBuxEnT7FEXoTz1NCG3H,bc1q1unqKZcKep8ynwMp2Zd9iHKTnK3GN2VwTfQPsP|bc1qv56L5Ev8ezqoGPjqfhuBuxEnT7FEXoTz1NCG3H,8.22752761|9.11362737,14.14182647|3.19932851,GB,AS2856
2026-08-11T00:46:07Z,0e6f6a7b580d48a391d4bb49d47b71b6af3901c9f9783e36ee64b37aad8cbdff,59.161.108.102,134.54.152.60,18333,8333,bc1q8DRgPPnAarSCo2fiCdohwYsGP9oQgPuzxjkEGA,bc1qm1dCCZbqwJgZWqJxMqP8wnGvvrNbpzW9wY8WJy,0.34151697,0.34151697,NL,AS9009
2026-08-11T00:46:07Z,7a0b788e4492abe6ad31f62d8ff09de0c44fca59b7c8adbcbd62b5da7bff744c,102.142.232.243,217.157.122.95,8333,18333,bc1qej4y3VEaZMHSVqnFhLoYKGwSqdFudh3cfJ7E7d,bc1q2wEBRrSKiqiA8LYtUptLzkf9Pj7vQZDYVyRXJd,1.72061465,1.72061465,HK,AS45102
2026-08-11T00:46:08Z,91ebfd6314c61ca58c2e84a00387aedd0e3b83b9e4ba3114e733a406d967a2d6,167.186.83.202,215.16.161.231,8333,8333,bc1qhdzh33svL8MafFEEQ9wbTnnjS17uFZMMp1rx2B,bc1qpqyXNFUPmeoRxqb4WcPuhBQHZCL98jcmqFZMyH,0.51277790,0.51277790,BR,AS28573
2026-08-11T00:46:10Z,86acda2a8fa58028b80aa861f0bda8c34ba4be3299cecc6d91c206dc7a604911,183.216.174.234,152.98.35.2,18333,18333,bc1qa9t4Lax8sm3dG4PLaKnVEaPVquYfVyEetapAJv|bc1qWkTrasajo6NzNe3G4Z8dUoowvgNwLHpZWR7ktN|bc1qPJtsv4tCkWEB28AxhfPE6cM12K9D6jb9m3qmwR,bc1qZRkW1YijSUr4LUHph8fttVZQrXnNwbQ8sCUbqR,0.57451504|0.62741991|0.23849070,1.44042565,US,AS13335
2026-08-11T00:46:27Z,e8b0bdb5c2d368724a15ac52e8fd1991948394dac4d2c18c9700e59ecc0b626f,200.172.52.62,76.79.110.48,18333,8333,bc1qkDTCTsA2KHGgVGQekiW61X9xMmSkEnRnUpfH57|bc1qKCvBpZuJdzjeEe1ardCT5GrYk7yN2Kkk8SQe7v,bc1qzjjP26oiSyrshBWSCeBCUUUVZvmZ1dmmDViS6S|bc1qc44NGXPfjtfnpt31HZgRLSjQ9zc3eCHBZYNyW9,0.22489093|0.29772203,0.32300715|0.19960581,US,AS13335
2026-08-11T00:46:30Z,28c2b9dcb40f35b34bc936ba03ee056b5d97f75ef4cf66897c8de92483eb1ff3,194.140.125.242,157.32.197.206,8333,8333,bc1qFbUccazhd8XakjiYsg5Q2QteUCQWw5dWzR2mfG|bc1qsqrwci9DMLTxeMvks731Dor2WvqSC1QuuJNpeR|bc1qVv5N2zm3UUzjRUJ651ziSQLx6n6nvzFK1tVbM7,bc1qEfhAAMrzN7VtJ5vfmpCMcyy5hpvzvHvYxTzCz7,0.29277791|0.37622807|0.26126463,0.93027061,US,AS13335
